round,trusted_count,unknown_count,malicious_count
0,1001,999,0
1,1001,999,0
2,1001,999,0
3,1001,999,0
4,1001,999,0
5,1001,999,0
6,1001,999,0
7,1001,999,0
8,1001,999,0
9,1001,999,0
10,1001,999,0
11,1001,999,0
12,1001,999,0
13,1001,999,0
14,1001,999,0
15,1001,999,0
16,1001,999,0
17,1001,999,0
18,1001,999,0
19,1001,999,0
20,1001,999,0
21,1001,999,0
22,1001,999,0
23,1001,999,0
24,1001,999,0
25,1001,999,0
26,1001,999,0
27,1001,999,0
28,1001,999,0
29,1001,999,0
30,1001,999,0
31,1001,999,0
32,1001,999,0
33,1001,999,0
34,1001,999,0
35,1001,999,0
36,1001,999,0
37,1001,999,0
38,1001,999,0
39,1001,999,0
40,1001,999,0
41,1001,999,0
42,1001,999,0
43,1001,999,0
44,1001,999,0
45,1001,999,0
46,1001,999,0
47,1001,999,0
48,1001,999,0
49,1001,999,0
50,1001,999,0
51,1001,999,0
52,1001,999,0
53,1001,999,0
54,1001,999,0
55,1001,999,0
56,1001,999,0
57,1001,999,0
58,1001,999,0
59,1001,999,0
60,1001,999,0
61,1001,999,0
62,1001,999,0
63,1001,999,0
64,1001,999,0
65,1001,999,0
66,1001,999,0
67,1001,999,0
68,1001,999,0
69,1001,999,0
70,1001,999,0
71,1001,999,0
72,1001,999,0
73,1001,999,0
74,1001,999,0
75,1001,999,0
76,1001,999,0
77,1001,999,0
78,1001,999,0
79,1001,999,0
80,1001,999,0
81,1001,999,0
82,1001,999,0
83,1001,999,0
84,1001,999,0
85,1001,999,0
86,1001,999,0
87,1001,999,0
88,1001,999,0
89,1001,999,0
90,1001,999,0
91,1001,999,0
92,1001,999,0
93,1001,999,0
94,1001,999,0
95,1001,999,0
96,1001,999,0
97,1001,999,0
98,1001,999,0
99,1001,999,0
100,1001,999,0
101,1001,999,0
102,1001,999,0
103,1001,999,0
104,1001,999,0
105,1001,999,0
106,1001,999,0
107,1001,999,0
108,1001,999,0
