round,trusted_count,unknown_count,malicious_count
0,84,201,0
1,84,201,0
2,84,201,0
3,84,201,0
4,84,201,0
5,84,201,0
6,84,201,0
7,84,201,0
8,84,201,0
9,84,201,0
10,84,201,0
11,84,201,0
12,84,201,0
13,84,201,0
14,84,201,0
15,84,201,0
16,84,201,0
17,84,201,0
18,84,201,0
19,84,201,0
20,84,201,0
21,84,201,0
22,84,201,0
23,84,201,0
24,84,201,0
25,84,201,0
26,84,201,0
27,84,201,0
28,84,201,0
29,84,201,0
30,84,201,0
31,84,201,0
32,84,201,0
33,84,201,0
34,84,201,0
35,84,201,0
36,84,201,0
37,84,201,0
38,84,201,0
39,84,201,0
40,84,201,0
41,84,201,0
42,84,201,0
43,84,201,0
44,84,201,0
45,84,201,0
46,84,201,0
47,84,201,0
48,84,201,0
49,84,201,0
50,84,201,0
51,84,201,0
52,84,201,0
53,84,201,0
54,84,201,0
55,84,201,0
56,84,201,0
57,84,201,0
58,84,201,0
59,84,201,0
60,84,201,0
61,84,201,0
62,84,201,0
63,84,201,0
64,84,201,0
65,84,201,0
66,84,201,0
67,84,201,0
68,84,201,0
69,84,201,0
70,84,201,0
71,84,201,0
72,84,201,0
73,84,201,0
74,84,201,0
75,84,201,0
76,84,201,0
77,84,201,0
78,84,201,0
79,84,201,0
80,84,201,0
81,84,201,0
82,84,201,0
83,84,201,0
84,84,201,0
85,84,201,0
86,84,201,0
87,84,201,0
88,84,201,0
89,84,201,0
90,84,201,0
91,84,201,0
92,84,201,0
93,84,201,0
94,84,201,0
95,84,201,0
96,84,201,0
97,84,201,0
98,84,201,0
99,84,201,0
100,84,201,0
101,84,201,0
102,84,201,0
103,84,201,0
104,84,201,0
105,84,201,0
106,84,201,0
107,84,201,0
108,84,201,0
109,84,201,0
110,84,201,0
111,84,201,0
112,84,201,0
113,84,201,0
114,84,201,0
115,84,201,0
116,84,201,0
117,84,201,0
118,84,201,0
119,84,201,0
120,84,201,0
121,84,201,0
122,84,201,0
123,84,201,0
124,84,201,0
125,84,201,0
126,84,201,0
127,84,201,0
128,84,201,0
129,84,201,0
130,84,201,0
131,84,201,0
132,84,201,0
133,84,201,0
134,84,201,0
